date_booked,check_in,check_out,nights,room_type,booking_source,lead_time,occupancy_rate_at_booking,day_of_week,is_weekend,month,final_price
2024-04-15,2024-05-04,2024-05-13,9,Deluxe,booking.com,19,0.5262998551260643,5,1,5,232.7065108980972
2024-10-12,2024-10-29,2024-11-04,6,Suite,airbnb,17,0.8727314815317495,1,0,10,232.2752078336078
2023-02-07,2023-03-26,2023-04-04,9,Deluxe,airbnb,47,0.7581264592904255,6,1,3,163.46439723016604
2024-06-10,2024-09-05,2024-09-12,7,Standard,booking.com,87,0.5449479774125295,3,0,9,95.81530096612227
2024-09-28,2024-11-19,2024-11-28,9,Suite,airbnb,52,0.7088405186241242,1,0,11,224.5439457620506
2024-08-22,2024-10-20,2024-10-28,8,Standard,booking.com,59,0.554696441059996,6,1,10,97.0705837231761
2024-01-13,2024-02-27,2024-03-03,5,Standard,airbnb,45,0.7813751692011057,1,0,2,103.53458083758417
2023-08-05,2023-08-30,2023-09-05,6,Deluxe,direct,25,0.6758729712246054,2,0,8,257.5638247046091
2024-06-30,2024-09-14,2024-09-15,1,Deluxe,airbnb,76,0.6016876998248409,5,1,9,136.54037363711763
2024-08-08,2024-10-02,2024-10-08,6,Deluxe,booking.com,55,0.7999211293550093,2,0,10,138.65992471673212
2023-10-03,2023-10-17,2023-10-22,5,Standard,direct,14,0.7133020431223466,1,0,10,112.46889891979235
2024-06-18,2024-07-17,2024-07-21,4,Standard,direct,29,0.5427814004379103,2,0,7,171.85374268249421
2024-07-03,2024-08-17,2024-08-20,3,Deluxe,booking.com,45,0.6704495051774116,5,1,8,231.27056863064394
2023-08-07,2023-11-02,2023-11-05,3,Deluxe,airbnb,87,0.6047428260258734,3,0,11,100.46305433251852
2024-02-26,2024-02-29,2024-03-07,7,Deluxe,airbnb,3,0.7485642770618645,3,0,2,192.2498344012253
2023-03-04,2023-05-05,2023-05-10,5,Suite,expedia,62,0.6570229227331356,4,0,5,202.8080135214605
2023-03-17,2023-06-14,2023-06-16,2,Deluxe,direct,89,0.5384682912117901,2,0,6,175.04438653830383
2024-05-13,2024-07-03,2024-07-06,3,Suite,booking.com,51,0.7766638388711937,2,0,7,318.4677349034487
2023-03-02,2023-03-24,2023-03-28,4,Suite,booking.com,22,0.6410670796392733,4,0,3,289.6268241454585
2024-09-04,2024-11-26,2024-12-05,9,Standard,direct,83,0.5435700795141089,1,0,11,81.37859537245514
2024-04-21,2024-05-26,2024-05-28,2,Standard,booking.com,35,0.7597227281212136,6,1,5,121.0702823416281
2023-07-13,2023-07-28,2023-08-02,5,Deluxe,booking.com,15,0.9300356282623197,4,0,7,186.90849139174767
2024-04-20,2024-05-02,2024-05-10,8,Standard,direct,12,0.607024408865362,3,0,5,122.80066759192734
2024-05-10,2024-07-23,2024-07-27,4,Standard,airbnb,74,0.9004843068441735,1,0,7,92.43658263262559
2024-07-10,2024-08-21,2024-08-30,9,Suite,airbnb,42,0.5709606533077509,2,0,8,393.0408011417373
2023-04-22,2023-05-17,2023-05-20,3,Standard,direct,25,0.8805856936812395,2,0,5,89.97380798641352
2023-10-10,2023-11-30,2023-12-01,1,Suite,airbnb,51,0.8630649301088275,3,0,11,178.00919961449085
2023-07-01,2023-07-02,2023-07-03,1,Standard,expedia,1,0.5311384466208326,6,1,7,239.02825920623988
2024-03-10,2024-04-14,2024-04-20,6,Deluxe,booking.com,35,0.7847339816285854,6,1,4,177.49631769362344
2023-08-10,2023-08-22,2023-08-28,6,Standard,direct,12,0.5956569570442867,1,0,8,169.03854168137028
2023-02-15,2023-03-29,2023-03-31,2,Standard,airbnb,42,0.9356271827372621,2,0,3,89.59564205509567
2023-03-29,2023-04-30,2023-05-07,7,Standard,direct,32,0.8678300539664334,6,1,4,87.16976389929712
2024-03-20,2024-05-05,2024-05-13,8,Standard,expedia,46,0.6248032243806498,6,1,5,115.73704094884991
2023-01-24,2023-04-18,2023-04-25,7,Standard,booking.com,84,0.6409368440791001,1,0,4,85.58827987554724
2023-07-24,2023-09-18,2023-09-27,9,Suite,direct,56,0.7477993925828773,0,0,9,188.97082405254812
2023-04-21,2023-05-18,2023-05-23,5,Suite,airbnb,27,0.8743327582277292,3,0,5,204.24156329976975
2024-06-08,2024-07-11,2024-07-17,6,Standard,expedia,33,0.7028370106436562,3,0,7,142.75769830039246
2024-08-27,2024-11-13,2024-11-17,4,Deluxe,expedia,78,0.9036834511453382,2,0,11,106.76065470649421
2024-07-16,2024-08-29,2024-09-06,8,Standard,expedia,44,0.82929687516998,3,0,8,126.5177263942668
2023-06-16,2023-06-24,2023-06-26,2,Suite,booking.com,8,0.5461783474267651,5,1,6,580.5724477521244
2023-12-15,2023-12-18,2023-12-25,7,Suite,expedia,3,0.7797860082089492,0,0,12,324.3143203226819
2023-10-21,2023-12-06,2023-12-15,9,Suite,airbnb,46,0.8696896218807144,2,0,12,222.45705731606208
2023-09-09,2023-11-18,2023-11-25,7,Standard,airbnb,70,0.8088382131152245,5,1,11,91.5752376530685
2024-08-02,2024-09-12,2024-09-16,4,Deluxe,booking.com,41,0.5761578769689728,3,0,9,149.41128182324314
2023-09-10,2023-09-21,2023-09-28,7,Suite,expedia,11,0.6516066638964465,3,0,9,303.5504355167127
2023-03-30,2023-06-13,2023-06-14,1,Standard,airbnb,75,0.8823777545954287,1,0,6,77.8221101073465
2024-02-04,2024-04-29,2024-05-01,2,Deluxe,direct,85,0.6882916086642968,0,0,4,98.97590139823802
2023-09-02,2023-11-21,2023-11-27,6,Suite,expedia,80,0.7259756146363846,1,0,11,177.10429177400454
2024-02-07,2024-04-20,2024-04-28,8,Standard,expedia,73,0.6334412533147402,5,1,4,103.9404809145571
2023-09-12,2023-11-24,2023-11-29,5,Deluxe,airbnb,73,0.7182686396605866,4,0,11,113.63774186891189
2024-02-28,2024-04-11,2024-04-15,4,Deluxe,direct,43,0.9367184229202801,3,0,4,127.69145083833789
2023-06-17,2023-08-18,2023-08-19,1,Standard,expedia,62,0.5636695241882106,4,0,8,134.55517113628835
2023-07-15,2023-09-15,2023-09-16,1,Standard,direct,62,0.6491249640817262,4,0,9,94.71394377946272
2024-04-09,2024-05-19,2024-05-24,5,Suite,direct,40,0.5013551997036965,6,1,5,341.6651828478562
2023-05-25,2023-07-14,2023-07-18,4,Standard,expedia,50,0.5893395810686299,4,0,7,128.92448125045757
2023-08-20,2023-09-06,2023-09-07,1,Suite,booking.com,17,0.8235892173526562,2,0,9,224.14594970608522
2023-09-29,2023-10-14,2023-10-22,8,Suite,direct,15,0.7769359906755969,5,1,10,309.1876979222601
2023-03-27,2023-04-20,2023-04-29,9,Deluxe,expedia,24,0.7562304789927694,3,0,4,156.11940173959798
2023-03-15,2023-05-08,2023-05-13,5,Deluxe,direct,54,0.8756874292025889,0,0,5,129.33380215891088
2023-11-16,2024-01-24,2024-01-28,4,Deluxe,booking.com,69,0.9240415514470963,2,0,1,136.89805526716307
2024-05-08,2024-06-13,2024-06-16,3,Deluxe,direct,36,0.7124667275548726,3,0,6,215.06940633889397
2023-06-15,2023-08-30,2023-09-07,8,Suite,direct,76,0.6455423652747985,2,0,8,294.8020029074203
2023-08-06,2023-10-30,2023-11-05,6,Standard,expedia,85,0.7689297072758108,0,0,10,67.0569297210587
2024-02-29,2024-04-19,2024-04-20,1,Standard,booking.com,50,0.9373552860043712,4,0,4,79.20032863851307
2023-11-04,2023-12-16,2023-12-23,7,Standard,booking.com,42,0.5955535147114351,5,1,12,151.39043652291272
2023-10-11,2023-10-18,2023-10-22,4,Suite,airbnb,7,0.9091420895392035,2,0,10,244.33791774526605
2023-12-04,2023-12-16,2023-12-21,5,Standard,expedia,12,0.8408351550057664,5,1,12,145.37478035595848
2023-10-17,2023-11-12,2023-11-18,6,Deluxe,direct,26,0.5108199433634011,6,1,11,209.73679140302957
2023-11-12,2024-01-08,2024-01-16,8,Standard,airbnb,57,0.6366852297004777,0,0,1,125.14982794219306
2024-09-16,2024-10-06,2024-10-07,1,Standard,booking.com,20,0.7680248961845961,6,1,10,122.68013194647405
2024-08-09,2024-09-13,2024-09-17,4,Standard,expedia,35,0.7421056917437906,4,0,9,93.07320927335246
2024-08-16,2024-09-09,2024-09-11,2,Suite,expedia,24,0.620192657334415,0,0,9,278.0061656156275
2024-06-16,2024-07-10,2024-07-15,5,Standard,expedia,24,0.9494012016125297,2,0,7,135.60126301796492
2024-08-31,2024-11-23,2024-11-30,7,Suite,direct,84,0.8526334320526663,5,1,11,165.83936996817118
2024-02-03,2024-04-15,2024-04-17,2,Suite,expedia,72,0.9431704291563519,0,0,4,152.03521875471722
2023-01-03,2023-03-26,2023-03-30,4,Deluxe,airbnb,82,0.7451794788744165,6,1,3,122.86778083767682
2023-10-18,2023-11-19,2023-11-24,5,Deluxe,airbnb,32,0.769011570961373,6,1,11,194.19860712281059
2024-12-14,2025-02-09,2025-02-15,6,Deluxe,expedia,57,0.5154031245443845,6,1,2,212.9569346836624
2023-07-01,2023-09-13,2023-09-18,5,Standard,expedia,74,0.6699339257870407,2,0,9,86.98203528763212
2023-04-12,2023-07-07,2023-07-12,5,Suite,booking.com,86,0.5279079461803448,4,0,7,279.3839103557899
2024-06-12,2024-08-08,2024-08-11,3,Standard,direct,57,0.8904026924649042,3,0,8,91.2488356541246
2023-12-22,2024-01-22,2024-01-27,5,Suite,airbnb,31,0.7238325374642054,0,0,1,288.75210295021
2023-04-28,2023-05-08,2023-05-16,8,Standard,airbnb,10,0.5222129915758009,0,0,5,130.37501018410669
2024-03-29,2024-05-01,2024-05-04,3,Suite,airbnb,33,0.7445643617004729,2,0,5,231.46814066419483
2023-06-13,2023-08-06,2023-08-14,8,Standard,booking.com,54,0.5461938822000657,6,1,8,163.0723926282061
2024-04-01,2024-04-20,2024-04-22,2,Standard,booking.com,19,0.7534899398628725,5,1,4,123.35511857935964
2024-08-06,2024-10-06,2024-10-08,2,Deluxe,airbnb,61,0.7215666698931638,6,1,10,142.74224442573023
2024-11-27,2025-01-03,2025-01-05,2,Suite,airbnb,37,0.6725722825323281,4,0,1,297.77112121673423
2024-08-27,2024-09-22,2024-09-29,7,Suite,airbnb,26,0.5251916218052647,6,1,9,350.07618758831154
2023-07-02,2023-09-26,2023-09-27,1,Suite,airbnb,86,0.5183111521101077,1,0,9,205.1713111043567
2023-11-11,2023-12-31,2024-01-04,4,Standard,direct,50,0.6696036958467052,6,1,12,131.87370888947
2023-07-28,2023-10-22,2023-10-29,7,Standard,airbnb,86,0.6547239312556753,6,1,10,71.89591417414526
2023-06-24,2023-07-21,2023-07-29,8,Deluxe,airbnb,27,0.8088779167964617,4,0,7,214.97192633421201
2023-09-17,2023-10-29,2023-11-03,5,Suite,booking.com,42,0.5941451120208162,6,1,10,308.7690557742547
2024-01-25,2024-03-15,2024-03-18,3,Deluxe,expedia,50,0.8297094006438448,4,0,3,129.48745075921693
2023-11-11,2024-01-23,2024-01-25,2,Suite,airbnb,73,0.8996751889667816,1,0,1,187.66800133670952
2024-05-04,2024-06-10,2024-06-19,9,Standard,direct,37,0.7875660520477736,0,0,6,150.0663369187264
2023-02-02,2023-02-16,2023-02-21,5,Deluxe,expedia,14,0.759167025573864,3,0,2,175.01137310963364
2024-01-27,2024-04-17,2024-04-20,3,Suite,booking.com,81,0.9429108409101628,2,0,4,140.08610698716748
2023-04-04,2023-04-15,2023-04-24,9,Suite,airbnb,11,0.5816410767744778,5,1,4,359.07753617829
2023-02-25,2023-04-01,2023-04-10,9,Suite,airbnb,35,0.6508401633561137,5,1,4,304.52045463599273
2023-02-14,2023-04-01,2023-04-04,3,Suite,direct,46,0.6585578034052473,5,1,4,276.78936357819094
2023-07-26,2023-10-05,2023-10-07,2,Suite,direct,71,0.5456795588127641,3,0,10,211.1843980635225
2023-05-14,2023-07-21,2023-07-28,7,Standard,booking.com,68,0.727786782858219,4,0,7,123.97520282531863
2024-04-11,2024-06-25,2024-07-03,8,Suite,airbnb,75,0.6894087206973847,1,0,6,279.6295356065476
2023-03-14,2023-04-22,2023-04-28,6,Suite,direct,39,0.5518335823412411,5,1,4,334.49057239974564
2023-12-12,2024-01-18,2024-01-27,9,Standard,direct,37,0.8329745248156705,3,0,1,92.09055139617449
2024-08-30,2024-11-21,2024-11-30,9,Deluxe,airbnb,83,0.8604516468183133,3,0,11,90.7495934442022
2024-07-12,2024-08-14,2024-08-19,5,Suite,booking.com,33,0.5515577829801943,2,0,8,423.4848733693028
2024-12-10,2025-02-13,2025-02-19,6,Suite,direct,65,0.5273765450519656,3,0,2,279.64075478359865
2024-06-28,2024-09-07,2024-09-08,1,Deluxe,airbnb,71,0.8520449612332661,5,1,9,118.07530653418924
2023-04-18,2023-05-16,2023-05-25,9,Suite,booking.com,28,0.5960244744115142,1,0,5,270.78153036973157
2023-04-25,2023-05-11,2023-05-16,5,Deluxe,booking.com,16,0.6806115634103614,3,0,5,178.93439701513333
2024-12-21,2025-01-26,2025-01-31,5,Deluxe,expedia,36,0.7679212050014489,6,1,1,199.0958601203794
2024-11-19,2024-12-25,2024-12-30,5,Suite,direct,36,0.5165993284227716,2,0,12,340.6520579296118
2023-02-18,2023-03-24,2023-03-26,2,Deluxe,booking.com,34,0.9092745575197713,4,0,3,126.835975050324
2024-08-15,2024-08-27,2024-08-31,4,Deluxe,airbnb,12,0.5972687184750999,1,0,8,281.2609402954902
2023-05-06,2023-05-26,2023-06-01,6,Standard,direct,20,0.868631450838868,4,0,5,88.57105492923242
2023-06-08,2023-06-22,2023-06-28,6,Deluxe,booking.com,14,0.6552403052156264,3,0,6,275.4012706227542
2024-02-29,2024-03-19,2024-03-24,5,Standard,booking.com,19,0.6007377434695331,1,0,3,118.85887496957612
2024-07-28,2024-09-25,2024-09-30,5,Deluxe,booking.com,59,0.5190685208420612,2,0,9,144.82004817907503
2023-05-14,2023-06-06,2023-06-11,5,Suite,booking.com,23,0.5171766794122686,1,0,6,451.512599558087
2023-12-14,2024-02-04,2024-02-11,7,Deluxe,direct,52,0.8424543869164753,6,1,2,168.6016413375091
2024-01-22,2024-02-27,2024-03-07,9,Deluxe,booking.com,36,0.8238177342533719,1,0,2,159.50754825744554
2023-09-28,2023-11-24,2023-11-26,2,Suite,airbnb,57,0.7214832048810308,4,0,11,198.8289665248772
2024-07-05,2024-08-05,2024-08-11,6,Deluxe,direct,31,0.8206857611524037,0,0,8,202.36415868423768
2023-01-19,2023-04-08,2023-04-14,6,Standard,direct,79,0.7855263111858908,5,1,4,91.80761636956237
2024-10-09,2024-12-08,2024-12-12,4,Standard,direct,60,0.5262325945528862,6,1,12,128.4373935723978
2023-03-03,2023-04-09,2023-04-17,8,Deluxe,expedia,37,0.5852034006820753,6,1,4,193.39104836450758
2023-06-12,2023-08-26,2023-08-30,4,Deluxe,direct,75,0.9259757902171281,5,1,8,160.06194236592466
2024-09-28,2024-10-01,2024-10-09,8,Standard,direct,3,0.6837268038066369,1,0,10,116.3012764078884
2024-11-09,2024-12-09,2024-12-16,7,Suite,direct,30,0.764372912567066,0,0,12,287.83561601911646
2023-11-23,2024-02-19,2024-02-20,1,Suite,airbnb,88,0.5648613101879557,0,0,2,208.6165160860438
2023-07-27,2023-09-30,2023-10-08,8,Suite,airbnb,65,0.713074602281959,5,1,9,229.68960430156253
2023-07-10,2023-10-03,2023-10-05,2,Deluxe,airbnb,85,0.6495429239287596,1,0,10,111.24738680731713
2024-04-17,2024-06-30,2024-07-06,6,Deluxe,airbnb,74,0.878561008815453,6,1,6,167.9177517827317
2024-11-05,2024-11-06,2024-11-12,6,Standard,airbnb,1,0.7520148571716454,2,0,11,118.3440356946824
2023-04-06,2023-06-14,2023-06-21,7,Suite,airbnb,69,0.6223859368451808,2,0,6,307.82420360248034
2024-11-19,2024-11-21,2024-11-28,7,Standard,expedia,2,0.7191497583122504,3,0,11,94.72433819185284
2023-06-07,2023-07-28,2023-08-03,6,Deluxe,expedia,51,0.5091052892247675,4,0,7,225.1863772396141
2023-01-23,2023-04-14,2023-04-21,7,Standard,expedia,81,0.7827668319949541,4,0,4,69.35696834758672
2024-08-19,2024-09-06,2024-09-09,3,Suite,airbnb,18,0.6292277128808738,4,0,9,294.16721961019135
2023-08-17,2023-08-24,2023-09-01,8,Deluxe,booking.com,7,0.841049682617823,3,0,8,231.86091357677245
2023-04-21,2023-05-14,2023-05-23,9,Deluxe,booking.com,23,0.7340657995465945,6,1,5,194.66373291006371
2023-10-09,2023-12-28,2024-01-04,7,Deluxe,booking.com,80,0.5788120765362722,3,0,12,143.75521112137616
2023-07-22,2023-08-07,2023-08-10,3,Suite,expedia,16,0.8692132838759881,0,0,8,358.92030213854
2024-02-20,2024-03-15,2024-03-21,6,Suite,booking.com,24,0.6847774778950079,4,0,3,284.2055332549915
2024-01-20,2024-03-03,2024-03-04,1,Deluxe,booking.com,43,0.5871538278645256,6,1,3,184.6021923402812
2023-12-19,2024-01-12,2024-01-21,9,Standard,direct,24,0.600749571343799,4,0,1,133.59442078992046
2024-04-13,2024-04-21,2024-04-23,2,Standard,direct,8,0.6575131621808644,6,1,4,129.33770947703937
2024-09-22,2024-11-12,2024-11-14,2,Standard,airbnb,51,0.7913527158415263,1,0,11,84.31167216344247
2024-12-29,2025-03-07,2025-03-10,3,Suite,expedia,68,0.6982798761828413,4,0,3,193.46131321810714
2023-09-16,2023-12-05,2023-12-08,3,Standard,booking.com,80,0.686096033527745,1,0,12,77.19340934436684
2023-12-11,2024-01-20,2024-01-29,9,Deluxe,booking.com,40,0.6352232561191079,5,1,1,210.7456273646898
2023-03-21,2023-03-22,2023-03-31,9,Standard,airbnb,1,0.8331427943223632,2,0,3,97.21023999816559
2024-11-09,2025-01-17,2025-01-23,6,Deluxe,direct,69,0.5035602468906278,4,0,1,155.24002880008197
2023-02-18,2023-04-24,2023-04-30,6,Deluxe,booking.com,65,0.5584801451950305,0,0,4,133.8285757798076
2024-10-02,2024-10-25,2024-11-01,7,Deluxe,airbnb,23,0.5275199362948093,4,0,10,178.2599888347956
2024-02-08,2024-03-21,2024-03-24,3,Standard,booking.com,42,0.527672168975791,3,0,3,123.94743681454074
2024-06-06,2024-08-02,2024-08-07,5,Standard,expedia,57,0.7163193594628309,4,0,8,109.11426848037355
2023-03-04,2023-04-08,2023-04-10,2,Deluxe,direct,35,0.8498314039125785,5,1,4,156.89707602926885
2024-12-24,2024-12-28,2025-01-04,7,Suite,direct,4,0.6032518001732707,5,1,12,458.8279831258399
2023-04-30,2023-05-08,2023-05-09,1,Suite,booking.com,8,0.7528208559799708,0,0,5,273.3418973551603
2024-08-20,2024-08-30,2024-09-02,3,Deluxe,expedia,10,0.8620025458550409,4,0,8,213.06266829185597
2023-07-19,2023-09-12,2023-09-20,8,Standard,direct,55,0.9011723227694292,1,0,9,63.79841553917213
2024-03-12,2024-04-16,2024-04-17,1,Standard,booking.com,35,0.8918347295246707,1,0,4,83.39237850127887
2024-05-06,2024-05-15,2024-05-17,2,Suite,airbnb,9,0.7264922635109169,2,0,5,275.0070450612587
2024-11-25,2024-12-01,2024-12-02,1,Suite,expedia,6,0.5389565952824789,6,1,12,457.2973222896434
2023-06-12,2023-06-17,2023-06-19,2,Standard,booking.com,5,0.9229522292200476,5,1,6,183.907805816322
2024-08-21,2024-11-17,2024-11-19,2,Standard,expedia,88,0.5682353460827503,6,1,11,94.34392256501495
2024-09-27,2024-12-18,2024-12-24,6,Deluxe,direct,82,0.7327916124347434,2,0,12,113.29934396047867
2024-03-13,2024-04-26,2024-05-05,9,Standard,airbnb,44,0.911168513487191,4,0,4,60.09972500822596
2024-03-22,2024-06-12,2024-06-16,4,Standard,airbnb,82,0.6714200367679615,2,0,6,102.69673613926479
2023-02-08,2023-03-23,2023-03-27,4,Suite,expedia,43,0.552763845156268,3,0,3,254.11776937572628
2023-01-15,2023-03-14,2023-03-15,1,Deluxe,booking.com,58,0.9253146800501112,1,0,3,114.94718406138212
2023-03-03,2023-05-29,2023-05-30,1,Deluxe,airbnb,87,0.6241301743660599,0,0,5,103.55984415619194
2023-10-18,2023-11-08,2023-11-16,8,Suite,booking.com,21,0.5421083444525521,2,0,11,295.03199745539865
2023-03-11,2023-04-25,2023-05-02,7,Suite,direct,45,0.7201098923925241,1,0,4,235.1216309445291
2024-11-04,2024-12-09,2024-12-18,9,Suite,airbnb,35,0.8552364616665957,0,0,12,257.61267706183406
2024-07-07,2024-08-11,2024-08-19,8,Standard,booking.com,35,0.7321809823615806,6,1,8,164.9175696016419
2023-06-12,2023-07-24,2023-07-25,1,Deluxe,airbnb,42,0.6183680937894978,0,0,7,230.56740034521619
2023-11-24,2024-01-29,2024-02-03,5,Standard,direct,66,0.9125113876235346,0,0,1,85.21891902566377
2024-01-01,2024-02-24,2024-03-03,8,Standard,airbnb,54,0.8309262110614618,5,1,2,110.4035950171749
2023-08-10,2023-09-24,2023-09-27,3,Deluxe,direct,45,0.8060246961784542,6,1,9,132.93114581760003
2023-09-27,2023-12-04,2023-12-09,5,Deluxe,direct,68,0.9132281154151372,0,0,12,109.934548477887
2024-09-29,2024-10-18,2024-10-21,3,Deluxe,booking.com,19,0.5563276673268835,4,0,10,188.22346798333467
2024-06-23,2024-08-24,2024-09-01,8,Suite,airbnb,62,0.5446242935980805,5,1,8,429.04125957329813
2024-11-22,2025-01-19,2025-01-25,6,Standard,direct,58,0.6330317632605108,6,1,1,117.07026152659921
2024-06-19,2024-06-27,2024-07-03,6,Suite,booking.com,8,0.8282722183019675,3,0,6,385.1452609337874
2024-04-13,2024-07-10,2024-07-17,7,Deluxe,direct,88,0.9434284534707258,2,0,7,122.84154098195332
2024-06-03,2024-06-09,2024-06-11,2,Suite,direct,6,0.9397114816288916,6,1,6,421.07443860574824
2023-03-22,2023-05-20,2023-05-29,9,Suite,direct,59,0.7801560728599437,5,1,5,233.18049009061568
2024-09-27,2024-11-01,2024-11-03,2,Suite,expedia,35,0.716538687897923,4,0,11,247.54904568611803
2024-10-23,2024-11-20,2024-11-25,5,Suite,booking.com,28,0.5382512039843634,2,0,11,280.1991317809866
2023-03-08,2023-03-16,2023-03-24,8,Suite,direct,8,0.5638261990559527,3,0,3,316.02208727696024
2023-12-26,2024-03-24,2024-03-28,4,Suite,direct,89,0.8298865151197807,6,1,3,176.22715775336997
2023-12-21,2024-01-16,2024-01-21,5,Suite,direct,26,0.8495705857542848,1,0,1,275.41110495580807
2024-11-22,2025-01-24,2025-01-29,5,Standard,direct,63,0.9216572328207263,4,0,1,86.00230653481084
2024-04-19,2024-05-15,2024-05-22,7,Suite,booking.com,26,0.7921998199420559,2,0,5,239.01601122874408
2023-10-27,2023-11-23,2023-11-28,5,Standard,expedia,27,0.6106615938441148,3,0,11,106.38509296512866
2023-04-17,2023-04-29,2023-05-07,8,Suite,airbnb,12,0.6374707092056303,5,1,4,371.8741541521185
2024-10-14,2024-10-27,2024-11-05,9,Deluxe,expedia,13,0.7507688289683218,6,1,10,197.6845680590462
2024-10-17,2024-11-26,2024-11-28,2,Standard,expedia,40,0.5577418929393239,1,0,11,103.67967659126916
2024-10-19,2024-12-29,2025-01-03,5,Deluxe,direct,71,0.5963290241317044,6,1,12,189.52264161774522
2023-06-12,2023-07-03,2023-07-05,2,Suite,airbnb,21,0.8249327474755219,0,0,7,377.1623127950298
2024-01-27,2024-02-26,2024-03-01,4,Standard,booking.com,30,0.8279921261283425,0,0,2,100.49886887884205
2024-01-08,2024-03-23,2024-03-28,5,Standard,booking.com,75,0.6991719778383121,5,1,3,99.30073672612022
2023-05-16,2023-08-08,2023-08-14,6,Deluxe,direct,84,0.5362950244453092,1,0,8,166.65710225441293
2024-01-17,2024-02-05,2024-02-10,5,Standard,airbnb,19,0.8453477355049428,0,0,2,122.39646334765341
2023-03-11,2023-04-14,2023-04-16,2,Deluxe,booking.com,34,0.6979471211644115,4,0,4,156.5411596498371
2023-12-26,2024-02-28,2024-03-04,5,Standard,expedia,64,0.8374772237671066,2,0,2,63.592824388566896
2023-04-05,2023-05-05,2023-05-14,9,Standard,direct,30,0.7287502224768634,4,0,5,64.34293202367512
2024-12-17,2025-02-27,2025-02-28,1,Deluxe,expedia,72,0.5765226313543018,3,0,2,150.12816398365194
2024-10-21,2024-11-10,2024-11-14,4,Deluxe,expedia,20,0.7002548033880456,6,1,11,192.34879331976066
2023-01-26,2023-01-27,2023-01-31,4,Suite,booking.com,1,0.5531145117497205,4,0,1,398.00863895519313
2024-08-09,2024-09-17,2024-09-26,9,Suite,booking.com,39,0.6257674204800848,1,0,9,262.8586304696972
2023-06-04,2023-07-01,2023-07-08,7,Suite,direct,27,0.5259066471216022,5,1,7,523.6714793189551
2024-05-31,2024-08-14,2024-08-15,1,Suite,expedia,75,0.6936602156990941,2,0,8,306.55694764761375
2023-05-21,2023-06-28,2023-07-07,9,Standard,expedia,38,0.6865538948701332,2,0,6,125.78685891849697
2024-12-30,2025-03-08,2025-03-16,8,Standard,booking.com,68,0.8596228767890581,5,1,3,81.70600443935497
2023-10-20,2023-10-26,2023-10-27,1,Suite,direct,6,0.8689510778365575,3,0,10,248.0578177117234
2024-05-27,2024-06-10,2024-06-12,2,Standard,expedia,14,0.5506526824728492,0,0,6,193.04717504219266
2023-08-30,2023-09-21,2023-09-27,6,Standard,expedia,22,0.6498427050882265,3,0,9,103.27028221769633
2023-06-15,2023-08-16,2023-08-22,6,Suite,booking.com,62,0.8658617309052528,2,0,8,266.05943059416256
2023-12-25,2024-01-15,2024-01-19,4,Deluxe,booking.com,21,0.7826352857531438,0,0,1,186.30742288361776
2023-12-17,2024-01-05,2024-01-06,1,Suite,airbnb,19,0.802496465742023,4,0,1,302.16331294264035
2023-05-14,2023-07-21,2023-07-26,5,Suite,airbnb,68,0.643231015261277,4,0,7,302.0528596303492
2024-11-20,2025-01-30,2025-01-31,1,Deluxe,expedia,71,0.9450741722625126,3,0,1,111.27435479055262
2023-11-10,2023-12-16,2023-12-23,7,Standard,direct,36,0.8098015552764852,5,1,12,141.2750008715592
2024-02-27,2024-05-08,2024-05-13,5,Standard,direct,71,0.8312903859857829,2,0,5,66.81186380948212
2023-09-13,2023-09-17,2023-09-23,6,Standard,expedia,4,0.555109720137651,6,1,9,160.76418943891392
2024-03-02,2024-03-04,2024-03-10,6,Deluxe,direct,2,0.7516448656433783,0,0,3,167.90027584933097
2023-10-30,2023-11-16,2023-11-17,1,Deluxe,direct,17,0.7030958261572791,3,0,11,175.84491381903257
2023-09-09,2023-09-24,2023-10-01,7,Deluxe,expedia,15,0.8996102617862913,6,1,9,161.20568038307223
2023-06-24,2023-08-04,2023-08-11,7,Suite,direct,41,0.7888622962874875,4,0,8,350.5307347941707
2024-04-06,2024-05-11,2024-05-15,4,Deluxe,booking.com,35,0.65246387317852,5,1,5,180.2626330483978
2024-07-30,2024-08-16,2024-08-18,2,Suite,direct,17,0.7500585846493764,4,0,8,397.4991536516474
2024-10-13,2024-11-07,2024-11-13,6,Standard,direct,25,0.8358945532534461,3,0,11,82.40690877758996
2023-04-07,2023-06-09,2023-06-14,5,Standard,booking.com,63,0.5064303637749733,4,0,6,150.488778986319
2024-12-03,2025-01-20,2025-01-29,9,Deluxe,direct,48,0.5219608310092276,0,0,1,174.10534186636295
2023-02-20,2023-02-27,2023-03-07,8,Suite,direct,7,0.8455480536510055,0,0,2,294.8162721429822
2024-09-10,2024-09-21,2024-09-25,4,Deluxe,direct,11,0.5820569420777643,5,1,9,218.52015992977812
2024-03-14,2024-04-11,2024-04-19,8,Deluxe,airbnb,28,0.9185223682545058,3,0,4,113.07498372627441
2023-09-09,2023-10-08,2023-10-17,9,Suite,expedia,29,0.8598248244556288,6,1,10,259.33961799851005
2024-01-17,2024-02-07,2024-02-08,1,Deluxe,airbnb,21,0.7426241844177547,2,0,2,187.49270356872668
